content,engagement,comments,personal_exp
"“Knowing you’ve gotten cancer is like a death sentence…” 😔

Shared a doctor I had the privilege to teach.

This has been of the highlights for my week - being a guest lecturer for the European Society for Medical Oncology (ESMO) Generation Leaders Program, representing more than 25,000 members from over 160 countries.

And what business have I to be in front over 25 astute and talented doctors?

As one of the 2 residency guest lecturers, I taught them insights on communications:

🎙️The power of intention and how it guides your being and identity as a communicator and hence, your spoken communications

🎙️The true spirit of communicating from Hard Talk to Heart Talk — what does it take to speak such that people feel heard and felt

🎙️The toolbox of strategies to build high engagement with your audience from my stage experiences over the past decade teaching over 55,000 audiences from over 20 cities and 3 continents

Thankfully, I gotten a clean bill of health, I mean approval 🩺🩻

One of the doctors sent me a personal note sharing she “learned from the best”:

“You, your work, your craft is a blessing to us”

My fulfillment and joy quotas are filled up for the year, receiving it from some of the most talented and brightest people!

Most so, I was schooled too.

I asked another doctor why she decided to go into oncology medicine as her specialization.

She told me patients normally think that being diagnosed with cancer is akin to a death sentence.

But she added,

“So that’s why I want to be their source of hope and strength”

I was so moved on my way back. And I think this generation of doctors who are those who bring deeper impact.

From their mastery of medicine to deep care for people.

Don’t you agree?

",44,1,TRUE
"Compounding interest is the Eighth Wonder of the world - Einstein.

And this is the secret to winning at personal branding. 👇🏻

Many professionals fizzle out before they even create a spark or dent.

It's not about one-hit wonders or viral posts. Then disappearing for months.

It's about having clarity of vision, focus of intent, system and strategy of showing up consistently on social media in front of people who matter.

Having your personal brand ""compound"" is the best asset you can own.


",24,3,FALSE
"""The speaker (Benjamin Loh) was a waste of our time""

These words stung me so badly.


It was one of my first professional presentations delivered in professional Mandarin in Macau.

Although I have been paid to speak professionally for 6-7 years at that point, it was my first professional Mandarin language presentation.

Long story short, I bombed. I was in complete disarray, couldn't engage my audience and fumbled through.

It was painful to watch.

En route back to my hotel room in a lift full of warm bodies, I squirmed myself in one corner towards the back so I could avoid eye contact with anyone else.

But I could listen in to the chatters and one of them scoffed:

""The main hall speaker, Benjamin Loh, was terrible. He was a waste of our time""

Little did she know that the speaker was also in the lift.

That day, I cooped myself up in the room for the next 10 hours.

A part of me wanted to give up on this speaking thing. I felt as if my esteem and identity suffered a massive trainwreck, head-on.

Thankfully, I recalled what my first mentor shared with me on the Identity / Role concept.

🌟 Roles are what we do in our lives, professional and personal. It's how we go about playing the different functions in life - like father, son, sister, business owner, staff etc.

💎 Identity is who we are when we strip ourselves of all the roles we play. It's our self-identity and image, built upon our beliefs of ourselves.

What was relevant here was how it's important to detach your identity from your role, especially when things don't go your way.

I calmly reflected and reviewed all that went wrong in my 'Role' column as a speaker - getting ahead of myself, overloading my work schedule, not pacing myself well, needing to internalize the language well.

And then, I told myself how I can raise my Role score from a 2/10 (self-assessed) to a higher score next.

Next, I wrote down what I can acknowledge myself in the 'Identity' column as a human being.

I went through some breaking moments as a serial bully victim, grew more resilient and intentional, and did things that my peers wouldn't or couldn't. I reviewed my iPhone folder of compliments, long letters from people whom I've inspired, photos of my loved ones and late grandma who made me believe in myself.

My Identity score was gradually restored to 8/10.

After those hours of isolation, I walked out and gave a light pat on my shoulder. I continued walking on again.

--

The truth is we are often celebrated (or dissed) because of the roles we play. Yet, we seldom acknowledge or honor the identities behind those roles - the real ""you"" and ""I"".

Remember - you are not made any lesser because of the""failures"" and setbacks in your roles. (quote the recent layoffs, if you're affected)

We are so much more than that.

Are you in with me?

",215,3,TRUE
"Was sheer joy speaking with the jovial Jerviel Lim (SHRM-CP, IHRP-CP, CSM®, CAL-E/T/O®)!

We spoke about the importance of curating your brand and impressions as a young professional and some useful beliefs and strategies on doing so well.

Check out the link for the full details :)
",2,0,FALSE
"My Gen-Z staff ""loudly quit"" on me (and I was so happy):

""Ben, I'm sorry to tell you this. But I want to pursue my dream to fly."" ✈️


I won't deny it... I was disappointed too.

Because this staff of mine has been my star hire as a social media project manager. I hired her as a graduate hire under the SGUnited program by in 2021.

And if you think of every negative trait the media paints out of Gen-Zs... she bucks them all.

😫 LAZY? She was the hardest worker in my room. Chasing her boss and manager (me) when I'm behind my deliverables.

😫 SELF-ENTITLED? She was thoughtful, mature, and considerate - often getting things done without prompting and knowing me well.

😫 IMMATURE? When I first met her, she already had clear life plans on settling down, getting a property of her own, and starting her own business... at 22 years old!

To me, age has never been an indication of maturity and character. So I learned not to tar an entire generation with broad strokes!

I also had plans to promote her the second time, raised her pay again, and put her in charge of some stretch projects and into the Philippines where I had 3 other staff members.

At the start of our year, I facilitated a career planning conversation and I sent her back to think hard about what she wanted for her career with us this year.

She then reconnected with her dream to fly for which was halted because of the pandemic.

I told her in no confusing terms - ""Go for it. You have my blessings and I will do all I can to support you and your dreams"" 💯

Whether it's to bridge her to my friends who flew with airlines, coach her for interviews or even professionally produce her self-introduction video.

Why do I do so?

Because this is what I'd hope for if I were her. And also I believe that your 20s should be the best time to explore, take risks, and pursue unconventional paths... exactly what I did during mine too.

And also for the practical consideration that flying with an airlines has a ""youth premium"" (or age penalty) so I didn't want her to have any regrets even though I could hold her back with higher pay and better packages.

I may still be struggling to be a good leader and manager in growing my company.

But I've learned also that the best leaders are not just drivers of business and performance. But also, stewards of lives and dreams.

That our care for people should extend beyond providing people stability, career growth and paychecks.

But to help them grow to become the people they aspire to be and will be proud of.

Do you agree?


",135,1,TRUE
"""Ben, you need to learn to let your guard down""

And the ""business advice"" I probably needed most.

Thankful to have spent the past 3.5 days on a leadership retreat organized by the / EO Accelerator in beautiful Yogyakarta, Indonesia.

Being a professional speaker, I'm used to being in front of an audience, on stages and with instruction.

But I totally ""trusted the process"" and surrendered to the trusted care of:

- Dean of the EO Academy and having built and sold 3 businesses in Malaysia previously

- led and was part of the world's first female team to climb Mount Everest and the highest mountain in each continent, public speaker and stand-up comedian

- leadership coach, Enneagram facilitator, healer and guide. A corporate thriver turned soul and spiritual teacher

The past weekend saw me undergo an inner journey where I took home some of these poignant takeaways:

🎁 The bigger the mountain you have to climb, the bigger the base you've got to have -- about building the capacity, aptitude, competencies and stamina to thrive under tough times

🎁 Clarity of vision and focus of intent -- it's not just about sheer drive or brute force. But it's about aligning your business with your values, purpose of existence, meaning-making, interests, and growth of your staff and more

🎁 We are infinitely dynamic and shouldn't be a ""prisoner of our type"" -- we needn't be constricted or limited by our behavioral or personality types. That life always presents us the opportunities to grow beautifully and in ways that we'll be surprised too.

Particularly, I found the ""keys"" to being an open and freer person.

I walked in feeling fatigued and overwhelmed.

But this retreat and experience had me connect so deeply with myself and my inner journey.

We give what we have. And also, we can't give what we don't. If you're a leader or entrepreneur, recognize that our people sometimes don't just need directions or drive.

But for us to show up even more authentically and aligned with ourselves before the ""leadership"" titles.

When was the last time you ""refueled"" your inner self?

",33,3,TRUE
"We would love to invite you and your friends to our largest Islamic Financial Event Give to Grow, jointly organized by i'preciate & IAM Advisory Group!

In this event, myself together with Ustazah Liyana Musfira will be speaking on a topic that is absolutely close to our hearts: financial planning through the lens of GIVING to our loved ones, time and resources.

Date & Time: 12th January 2023, 8pm-930pm (dinner, mussolah available at 7pm onwards)
Location: Wisma Geylang Serai Multi Purpose Hall Level 4

There will be dinner and lucky draw too!!

Do RSVP at !
",0,0,FALSE
"How to write a bestselling non-fiction book in 7-steps:

(according to the world's first non-fiction book study)",76,1,FALSE
"I've read a ton of books.

Could I give you the summary of them. Sure. Could I give you details, probably not.

I recently discovered a short video of and discussing the best way to consume the information and more importantly remember it. I've placed the link below.

Alex also has a newsletter, which he sends once per week (so it's not intrusive) and it contains helpful tips and recommended reads. I'm finding it valuable, so maybe you will too.

Here's the link to the newsletter:

And here's the YT short where Alex explains the method that I've started using:
",0,0,TRUE
"The ultimate reading hack:

Putting your phone on airplane mode.

(visual by Ash Lamb)
",25,2,FALSE
"Read to learn in the morning.

Read to relax in the evening.",43,4,FALSE
"I’m thinking about doing a free live webinar next month.

Which topic would you like me to cover?

1) Bad reading habits you need to unlearn from school
2) How to effectively take notes in books
3) How to reignite your love for reading/make reading fun

Vote below! ⬇️
",5,3,FALSE
"A cold hard truth to remember:

Buying books and reading books are two different hobbies.",97,1,FALSE
"2022 is almost over...

What's the most important lesson you learned from a book this year?",19,1,FALSE
10 Reading tips:,102,1,FALSE
"Want to learn the BEST way to take notes while reading a book?

Watch this video:

",29,2,FALSE
25 Books that will help you get more customers & grow your business:,14,5,FALSE
"An easy hack to read more books:

• Set up a reading meeting 📅

Schedule a 15-30 minute meeting into your calendar and spend that time reading a book.

Just like how you set up meetings for other important tasks you want to accomplish, set up a meeting with yourself to get your reading done.

Have you tried this reading tip?
",17,5,FALSE
"The Transformative Power of a Reading Habit:

We've all heard that reading is fundamental. But in our busy modern lives, setting aside time to read every day can seem like an impossible task.

However, the benefits of consistent reading are immense.

Reading keeps our brains active and engaged. It exposes us to new ideas, perspectives, and information. Reading builds empathy, enhances our emotional intelligence, and sparks creativity.

Will reading one book suddenly change your life? Probably not.

The impact of reading happens slowly, through consistent habit. As entrepreneur Jim Rohn famously said, “Don’t wish it were easier, wish you were better.” The same applies to reading.

By carving out just 30 minutes a day to read, you set yourself up for compound growth.

Those small snippets of reading time accumulate into a reservoir of knowledge. After a year of daily reading, you’ll look back amazed at how much you’ve learned and how your thinking has expanded.

Here are 3 key benefits of a daily reading habit:

1) Expanded Knowledge Base

The more we read, the more we know. Reading exposes us to information we wouldn’t otherwise encounter in our normal routines. It introduces new concepts, facts, histories, and frameworks. With a broader knowledge base, we’re able to connect more dots, share more interesting ideas in conversations, and bring more diverse perspectives to solving problems.

2) Enhanced Critical Thinking

Reading exercises our brains’ critical thinking capacities. As we read, we’re constantly analyzing the author’s argument, evaluating claims, and drawing our own conclusions. These skills allow us to cut through noise, assess information intelligently, and reason through complex issues. With sharpened critical thinking abilities, we’re better positioned to succeed in our careers and make wise decisions in our personal lives.

3) Increased Creativity

When we read, we step into new imaginary worlds and explore different modes of thinking. These experiences stretch our perspectives and inspire us to be more innovative in our own work. Studies have shown fiction readers score higher on tests of empathy, social perception, and creativity. Reading literary fiction actually changes the physical structure of our brains to make us more creative.

While no single book will suddenly alter your life, the compound effects of daily reading can be transformative over time. The 30 minutes you invest in reading today will pay intellectual dividends for years to come.

---

What books do you plan on reading this week?
",20,1,FALSE
"Billionaire investor Marc Andreessen on why people should read more books:

""There are thousands of years of history in which lots and lots of very smart people worked very hard and ran all types of experiments on how to create new businesses, invent new technology, new ways to manage etc.

They ran these experiments throughout their entire lives. At some point, somebody put these lessons down in a book.

For very little money and a few hours of time, you can learn from someone’s accumulated experience. There is so much more to learn from the past than we often realize.

You could productively spend your time reading experiences of great people who have come before and you learn every time.""
",62,9,FALSE
"20 Business books worth more than a $200,000 degree.

What books would you add?",144,3,FALSE
Here are 20 books that will 20x your productivity:,726,8,FALSE
"You don't need to dominate a niche to build a successful business.

You need to find a small group of people who value your ideas, and build something to help them win.

Keep it simple.
",49,2,FALSE
"I hate the advice 'write about what you know'. 
 
Sure expertise helps. But the best part about writing is exploring. Why limit yourself to a previous experience?
 
Instead:
 
Write about what excites you.
 
Don't let the fear of not being an expert stop you from becoming one.

* * *

P.S.

Over the past 3 years I've gone from burned out dentist to building a multi-six figure creator business.

Every Friday I send a free 5 minute newsletter sharing one strategy that's working for me right now.

Come join 30,000+ entrepreneurial creators reading Digital Freedom here:
",87,7,TRUE
"I used to care far too much about status and income.

But making money doesn’t mean shit if you’re not happy making it.

Values first, metrics second.

* * *

P.S.

Over the past 3 years I've gone from burned out dentist to building a multi-six figure creator business.

Every Friday I send a free 5 minute newsletter sharing one strategy that's working for me right now.

Come join 29,000+ entrepreneurial creators reading Digital Freedom here:
",78,4,TRUE
"Writing online is a magnet for opportunities.

But for a magnet to work you need a positive AND negative node. You can’t build a compelling message just by being positive.

Work out what you stand against.

* * *

P.S.

This Friday I’m sharing a 5 step process to finding ‘negative node’ ideas.

If you don’t want to miss it, come join 25k+ entrepreneurial creators reading Digital Freedom here:
",4,3,FALSE
"The best content to create is the stuff you wish existed when you started.

* * *

P.S.

Over the past 3 years I've gone from burned out dentist to building a multi-six figure creator business.

Every Friday I send a free 5 minute newsletter sharing one strategy that's working for me right now.

Come join 30,000+ entrepreneurial creators reading Digital Freedom here:
",59,2,FALSE
"I make $10k-15k/month as a creator.

I do client work for 90 minutes a week.

I've never sent a SINGLE DM for business.

And I finish 'work' by midday.

Here's how I used the 80:20 rule to achieve Digital Freedom

↓
",134,1,TRUE
"Last month, my creator business made $141,092.22 profit.

I doubled my revenue in 5 days.

But it only happened after a few crucial changes. Here’s a breakdown of my business in May:

(Revenue, expenses, newsletter, and audience growth)

↓



* * *

P.S.

Over the past 3 years I've gone from burned out dentist to building a multi-six figure creator business.

Every Friday I send a free 5 minute newsletter sharing one strategy that's working for me right now.

Come join 22,000+ entrepreneurial creators reading Digital Freedom here:

",99,4,TRUE
"One of my biggest mistakes as a beginner writer was only creating content that told people what to do.

I lacked personality, storytelling, and authenticity.

The result?

Nobody paid attention.

The truth is people aren’t looking for another guru. 𝗧𝗵𝗲 𝗶𝗻𝘁𝗲𝗿𝗻𝗲𝘁 𝗶𝘀 𝗳𝘂𝗹𝗹 𝗼𝗳 𝗲𝘅𝗽𝗲𝗿𝘁𝘀 𝘄𝗶𝘁𝗵𝗼𝘂𝘁 𝗲𝘅𝗽𝗲𝗿𝗶𝗲𝗻𝗰𝗲. But when you position as a guide, you get what the 'experts' lack:

Relatability.

""𝘠𝘰𝘶 𝘤𝘢𝘯 𝘢𝘤𝘵 𝘢𝘴 𝘢𝘯 𝘰𝘱𝘦𝘯-𝘮𝘪𝘯𝘥𝘦𝘥 𝘰𝘣𝘴𝘦𝘳𝘷𝘦𝘳 𝘸𝘩𝘰 𝘪𝘴 𝘴𝘦𝘦𝘪𝘯𝘨 𝘢 𝘴𝘶𝘣𝘫𝘦𝘤𝘵 𝘵𝘩𝘳𝘰𝘶𝘨𝘩 𝘵𝘩𝘦 𝘦𝘺𝘦𝘴 𝘰𝘧 𝘢 𝘯𝘰𝘷𝘪𝘤𝘦, 𝘢𝘯𝘥 𝘢𝘭𝘭𝘰𝘸 𝘰𝘵𝘩𝘦𝘳𝘴 𝘵𝘰 𝘭𝘰𝘰𝘬 𝘵𝘩𝘳𝘰𝘶𝘨𝘩 𝘵𝘩𝘢𝘵 𝘭𝘦𝘯𝘴 𝘢𝘯𝘥 𝘥𝘪𝘴𝘤𝘰𝘷𝘦𝘳 𝘪𝘵 𝘢𝘭𝘰𝘯𝘨𝘴𝘪𝘥𝘦 𝘺𝘰𝘶. 𝘕𝘰𝘵 𝘰𝘯𝘭𝘺 𝘪𝘴 𝘵𝘩𝘪𝘴 𝘢 𝘮𝘶𝘤𝘩 𝘮𝘰𝘳𝘦 𝘧𝘶𝘯 𝘢𝘯𝘥 𝘤𝘰𝘭𝘭𝘢𝘣𝘰𝘳𝘢𝘵𝘪𝘷𝘦 𝘢𝘱𝘱𝘳𝘰𝘢𝘤𝘩 𝘵𝘰 𝘭𝘦𝘢𝘳𝘯𝘪𝘯𝘨, 𝘣𝘶𝘵 𝘵𝘩𝘪𝘴 𝘳𝘦𝘱𝘰𝘳𝘵𝘪𝘯𝘨 𝘤𝘢𝘯 𝘣𝘳𝘪𝘯𝘨 𝘺𝘰𝘶 𝘵𝘩𝘦 𝘢𝘵𝘵𝘦𝘯𝘵𝘪𝘰𝘯, 𝘳𝘦𝘴𝘱𝘦𝘤𝘵, 𝘢𝘯𝘥 𝘳𝘦𝘴𝘰𝘶𝘳𝘤𝘦𝘴 𝘺𝘰𝘶 𝘯𝘦𝘦𝘥 𝘵𝘰 𝘨𝘦𝘵 𝘵𝘰 𝘵𝘩𝘦 𝘭𝘢𝘵𝘦𝘳 𝘴𝘵𝘢𝘨𝘦𝘴.""
- 𝗧𝗶𝗮𝗴𝗼 𝗙𝗼𝗿𝘁𝗲

So don’t shout platitudes from your podium.

Build in public.

Share your story.

Turn followers into fans.

* * *

P.S.

Over the past 3 years I've gone from burned out dentist to building a multi-six figure creator business.

Every Friday I send a free 5 minute newsletter sharing one strategy that's working for me right now.

Come join 27,000+ entrepreneurial creators reading Digital Freedom here:

",93,5,TRUE
"Someone told me it's better to create video content because nobody reads anymore.

Here's the truth:

Smart people will always read.

Writing isn't dying. Your audience is getting less dumb.

* * *

P.S.

Over the past 3 years I've gone from burned out dentist to building a multi-six figure creator business.

Every Friday I send a free 5 minute newsletter sharing one strategy that's working for me right now.

Come join 25,000+ entrepreneurial creators reading Digital Freedom here:

",84,5,FALSE
"The secret to conversational copywriting:

Volume.

End of answer - see you around.

* * *

Just kidding, 𝘬𝘪𝘯𝘥𝘢.

I used to write like most people.

Boring. Robotic. Academic.

We can blame our teachers for that. Zombie writing was OK for school, but it ain’t for the internet.

Why?

Because we’re in a battle for attention against platforms like Netflix and TikTok.

𝗜𝗳 𝘆𝗼𝘂’𝗿𝗲 𝗵𝗮𝗿𝗱 𝘁𝗼 𝗿𝗲𝗮𝗱, 𝘆𝗼𝘂’𝗿𝗲 𝗻𝗼𝘁 𝗴𝗲𝘁𝘁𝗶𝗻𝗴 𝗿𝗲𝗮𝗱.

So here’re a few tips for ya:

𝟭. 𝗦𝘁𝘂𝗱𝘆 𝗲𝗺𝗮𝗶𝗹 𝗰𝗼𝗽𝘆𝘄𝗿𝗶𝘁𝗲𝗿𝘀

Email is the mecca for conversational copy. I use my inbox like most people use social. It’s rammed full of content.

The aim is sheer exposure.

I’ve left a link to some of my favourites in the comment below.

𝟮. 𝗛𝗮𝗻𝗱𝗰𝗼𝗽𝘆

Writing is like learning an instrument.

The best way to learn isn’t to write your own songs. You want a feel for what it’s like to be great at the craft.

So every morning, I do ‘copywork’ for 20 minutes.

I’ll take my favourite writers (currently Andre Chaperon and Ian Stanley) and write their stuff out word for word.

It’s slow, boring, and bloody effective.

𝟯. 𝗧𝗮𝗹𝗸

The usual advice is to read your writing out loud and edit what doesn’t sound natural.

I do the opposite.

I speak while I write. I’ll grin and chuckle to give my writing a light-hearted feel.

Of course, people will think you’re a weirdo if you write in public.

You may get kicked out of a few cafés.

But that’s all part of the fun.

* * *

Aside from those ideas, there’s only one real secret to conversational copy.

Go write a sh*t tonne for 2 years.


",109,9,FALSE
"My most popular email is my monthly business breakdown.

I started it because I loved when entrepreneurs gave behind-the-scenes reports and I respect transparency.

Build the thing that would fascinate you most.

* * *

P.S.

Not subscribed yet?

This edition comes out on Friday. So just sign up at the link below to join 23,000+ entrepreneurial creators reading Digital Freedom.
",3,1,TRUE
"ChatGPT will ruin most creators.

But there's one skill that'll help you survive:

Storytelling.

Use these 10 prompts to share stories your audience will love.

↓



* * *
If you want to stand out online, you need to learn copywriting.

But you don’t need to be an expert to enjoy the benefits.

Come join 18k+ reading Digital Freedom, and I’ll send you the Copywriting Crash Course for free.

Just pop your details in here:

🫡
",156,7,FALSE
"12 years ago, I broke my neck.

Then doctors found a brain tumour at the base of my skull.

And my spine bent by over 56 degrees.

It was the best time of my life.

Here’re 10 incredible lessons I learned:

↓

* * *

P.S.

The best asset for every creator:

A newsletter.

But most people screw up at the start.

So I built a video course explaining how to write a cracking welcome email (I get told daily it’s the best they’ve read).

You can grab it here for free:

🥂
",269,9,TRUE
"Storytelling is incredibly powerful.

But most people do it wrong. They lack structure. Follow this format:

1. Desire
2. Problem
3. Solution
4. Transformation

And I guarantee your audience will give you their attention until the end.

This post is an example.
",125,4,FALSE
"I wholeheartedly believe learning how to write can benefit anyone.

Better insights.

Clearer thinking.

Sharper communication.

One of the most critical skills out there.

* * *

P.S.

Over the past 3 years I've gone from burned out dentist to building a multi-six figure creator business.

Every Friday I send a free 5 minute newsletter sharing one strategy that's working for me right now.

Come join 30,000+ entrepreneurial creators reading Digital Freedom here:
",98,8,FALSE
"I like to make Saturdays a day of reflection.
To look back on the work week and assess.

Am I taking proper action?
Am I prioritizing balance?
Am I having awareness?

What needs more attention, and what needs less?

When we take the time to reflect.
We take the time to evolve.

Life improves.


P.S.
I show Creatives how to improve life by freelancing
CONNECT | FOLLOW | DM ME to learn how
Photo: Venice Beach Pier | Credit: Me
Where I used to go to reflect in LA
",18,2,TRUE
"This platform isn’t all about you.

It’s time now to:

Focus less on just being transactional.

Focus more on just being helpful.

If you’d like to get started now, perhaps there is someone in your network you could share this with to help out a great father, husband, and marketing ops professional, .
",5,2,FALSE
"You are fearful of trying
The one thing you’ll discover
You are completely capable of doing.

If you just try.





P.S.
I help Creatives who want to try freelancing.
Follow, Connect, & DM Me to learn how.
  ",14,1,FALSE
"I grew up in the gang-infested streets of Los Angeles.

We had a saying: “Street lights!”
That meant when they came on
You better get your butt home fast.

The POP-POP-POP would soon begin.

And I don't mean the Fourth of July kind.
They meant someone wasn’t coming home.
They meant someone was never coming home.

As a young boy, this was my reality.

And so we all grew up pretty hard.
Compassion was very reserved.
Weakness was never tolerated.

If you showed it, it could mean your life.
And yes, I do mean that quite literally.

So why would I tell you this?
Why share such an awful reality?

Well, because it made me who I am today. 

I now thrive on the parts I thought were “weak”
Now they're my strengths: empathy, kindness, love.

I wasn’t always that way.
I couldn’t be, unfortunately.
But my point is really just this:

Our backgrounds don’t have to define us.
We are all capable of overcoming them.

And despite what anyone says,
We ARE capable of change.
I know this because
I am an example.
I changed.
So can
YOU.

You can be whatever and whomever you decide.
You are only defined by who YOU CHOOSE to be.

P.S.
I help Creatives who choose to enhance
Their lives & careers through Freelancing
FOLLOW, CONNECT, DM me to learn how

  ",25,5,TRUE
This is a photo I took while visiting Kauai recently. The trip was truly an introspective experience. This powerful quote by Alex Hormozi really sums it up.,4,2,TRUE
"If any one book has had the greatest impact on my life it’s A New Earth by Eckhart Tolle. Changed my entire mindset. It allowed me to make personal breakthroughs I never thought possible. It could change your life too.

",3,0,TRUE
"I hear Creatives say all the time that they hate their 9 to 5.

When I say: “Why don’t you try freelancing and be in biz for yourself?”

The typical response is: “I want to, but I don’t know where to start.”

I say start with a motivation.

Motivation 1: You hate working your 9 to 5.

We only have one life to live.

You spend one-third of it working.

You spend another third sleeping or at least trying to.

Might not be so easy when you hate a third of your life.

That’s two-thirds of your life that leave the other third,

The one left for enjoyment,

Most likely leaning more toward misery.

Contemplating on repeat how

You can’t stand what you do a third of your life,

And how you can’t get enough of the other third,

Because you lie awake thinking about the first third,

And never able to enjoy the last third.

YIKES! I’m dizzy.

If that’s not enough motivation to make a change

And figure out how right now,

I don’t know what is.

Remember:

Start with a reason that’s so incredibly simple

Yet insanely serious (pro tip: I just gave you one).

This is the start of your WHY,

The one main motivation for it all.

Now stack ALL of your other reasons on top of that.

Then follow and engage with people like me,

The ones who have done it before you,

To learn about the HOW.



           ",6,3,FALSE
"Another big HEADS UP!

#opentowork #hiring #gaming",2,0,FALSE
"[EDIT UPDATE 9/11] Okay, this is it. I need help 🙏
I've been fighting and working hard and it's coming down to the end here.

Our community has rallied around us and helped financially to float us a bit.
And I landed some amazing contract work with and over at

What I DON'T want, handouts
What I DO want, opportunities

(PT, Freelance/contract) Marketing/Marketing Ops/Demand Gen
Do you know of anyone looking to have some work contracted out and handled? I'm the guy!

- 5-6yrs Marketing experience.
- Developed and Executed multi-channel marketing strategy (paid/organic).
- Managed $500k/mo spend. Responsible for entire yearly mktg budget.
- 7yrs leadership experience.
- Lead gen. Demand gen. Social media. Email marketing.
- , , , , Excel, (Learning !)
- Not a Marketing Guru or a Unicorn... sorry
***I make great memes and I'll tell you about Dungeons and Dragons 🐉

If nothing else, please share this with your network!
Shoot me an email


Let's get this post started with a bang! 🙏 , , , , , , , , , , , , , , , , , ,

Thank you all for your help!

-
",0,0,FALSE
This is why networking is the #1 hustle…,9,7,FALSE
"It’s Sunday evening do you feel it?
That creeping feeling of dread?
Like an impending doom.

Monday is coming.

Like a horrible black cloud.
And now your Sunday is over.
At least in your ability to enjoy it.

You’re no longer here.

You’re off in the world of to-do’s.
You’re off in the world of have-to.
You’re off in a world of discontent.

So how many Sundays?

How many until you decide?
Decide to take the action required.
To do what must be done to take it back:

Your Sundays. Your weeks. Your life.

I spent every Sunday evening just like this.
Until I decided I was done wishing.
I was done just accepting.

Accepting a life that was unacceptable.

I chose self-empowerment with self-employment.

FOLLOW, CONNECT, & DM Me to learn how you can too.

",6,0,TRUE
"The hardest thing wasn’t getting fired

And then going into business for myself.

It wasn’t people doubting I could do it.

It wasn’t being broke

Or having to take out a loan.

It wasn’t an office in my closet

Or the hustle.

It wasn’t finding clients

Or doing the work.

It wasn’t the setbacks

Or learning how to get through them.

And it wasn’t doing it all alone.

The hardest thing?

It came before any of that.

The hardest thing was deciding.

Deciding to take the first step.

The one that made me do it all in the first place.

And the easiest thing,

The one thing that made:

Every doubt never matter,

Every challenge an opportunity,

Every setback an education,

And every step after,

Build a compounding confidence,

To never look back,

To never question.

That one thing,

That makes

One of the hardest decisions you’ll ever make,

The easiest step you’ll ever take…

The one thing?

The easiest thing?

Well,

it is the only thing…

Your reason WHY.

DEFINE THE WHY
TAKE THE LEAP
NEVER LOOK BACK

If you are contimplating taking the leap, follow me for advice and inspiration.

Now go have a great Sunday!

",17,0,TRUE
"Ever wonder why you should freelance?
For me, the answer has always been simple.

It’s not the money.
Although I can earn so much more.

It’s not the ownership.
Although calling my own shots feels incredible.

And It’s not the freedom.
Although choosing when and where I work is fantastic.

It all boils down to one thing above all else...

The ability to wrap my work day at noon on a Thursday and take my daughter to the park.

Freelancing can give you more of the most precious commodity you’ll never be able to put a price tag on...

Your Time.

P.S.
I show Creatives how to Freelance and Thrive
FOLLOW, CONNECT, & DM Me to learn how
  ",35,1,TRUE
"When the Pandemic hit, my business went off a cliff.

My wife was 8 months pregnant, and we were moving to a new city.

Soon I had no sleep, no income, and no idea what to do but this…

As I embarked on one of the most challenging transitions of my life,

I did the one thing I knew how to do in this type of situation.

The only thing when panicked with no answers:

STOP.

BREATHE.

REFLECT.

Take a deep breath and reflect on all my past experiences.

Not the good ones but the bad ones.

The defining ones:

Like getting fired with nothing.

Like losing everything when your home and business went up in (actual) flames.

Like going broke and having to live out of your truck.

Like staying my own boss year after year despite every setback.

I had to realize that I was in one of those moments.

The ones I had always persevered through in the past.

The ones that always came to pass.

The ones that always led to enlightenment and new opportunities.

The ones that had all brought me here.

To a beautiful adoring wife and child in a new city we love.

And to an even bigger opportunity.

An opportunity to win or lose.

An opportunity to either implode into a world of anxiety and worry.

And lose the pleasure of this precious time with my baby girl,

Or an opportunity to have faith in my resilience.

Enjoy this magical and equally fleeting moment with my family.

Despite any negative circumstances.

Despite the fear of this new unknown.

This was an opportunity to believe in myself.

To know I will make it through.

To know that if I need to, I will redefine, pivot and adapt.

To know with full presence that if I just stop, breathe, and reflect,

I’ll find the answers and the solace within.

And so, with all I could possibly muster, I did.

And little by little, day by day, I persevered.

Just like every time before.

YOU might be in one of these moments right now.

Remember to STOP.

Remember to BREATHE.

Remember to REFLECT.

Remember that your life is in these moments.

The tough ones.

The ones that have defined you.

The ones that have changed you.

The ones that have enlightened you.

The ones that have made you stronger.

Life can be so hard.

Believe in your resilience.

It’s what’s gotten you here this far.

P.S. If this post speaks to you, I highly recommend ""Life is in the Transitions"" by Bruce Feiler. It helped me immensely during this time. I’m certain it will help you.

",10,2,TRUE
"You won’t get what you want if you don’t ask for it.

Want the raise?
Ask for it.

Want the position?
Ask for it.

Want the promotion?
Ask for it.

Best case scenario you get what you want.
Worst case you just keep trying.

You have a decent chance if you just ask.
You have a zero chance if you don’t.

You CAN have it.
You ARE worth it.
GO FOR IT!


",8,2,FALSE
"Don't judge a book by it's cover.

Don't judge a person by their email.


If you want help monetizing your LinkedIn, I've got 4 gifts for you here →
",30,9,FALSE
